Delivery_ID,Payment_ID,Order_ID,Delivery_Method,Delivery_Status,Delivery_Days,Payment_Method,Payment_Status,Customer_Rating,Review_Score,Return_Flag,Return_Reason
D00288,PAY00288,O00288,Express,In Transit,8,Credit Card,Paid,5,7,Yes,Damaged
D00289,PAY00289,O00289,Same Day,Delivered,4,Mada,Paid,1,8,No,Wrong Item
D00290,PAY00290,O00290,Standard,Delivered,8,Apple Pay,Refunded,4,10,No,Late Delivery
D00291,PAY00291,O00291,Same Day,Returned,9,Cash On Delivery,Paid,3,9,No,N/A
D00292,PAY00292,O00292,Standard,Delivered,3,Apple Pay,Pending,5,4,No,Wrong Item
D00293,PAY00293,O00293,Standard,Returned,8,Apple Pay,Pending,3,8,No,Damaged
D00294,PAY00294,O00294,Express,In Transit,4,Debit Card,Paid,1,2,No,Damaged
D00295,PAY00295,O00295,Standard,Delivered,8,Mada,Pending,4,7,Yes,N/A
D00296,PAY00296,O00296,Standard,Returned,3,Credit Card,Paid,1,9,No,N/A
D00297,PAY00297,O00297,Express,In Transit,5,Mada,Refunded,4,6,No,N/A
D00298,PAY00298,O00298,Same Day,Delivered,9,STC Pay,Refunded,2,8,Yes,Wrong Item
D00299,PAY00299,O00299,Same Day,In Transit,9,Debit Card,Paid,4,2,No,Late Delivery
D00300,PAY00300,O00300,Express,Delivered,4,Cash On Delivery,Paid,5,8,No,Damaged
D00301,PAY00301,O00301,Same Day,Returned,3,Credit Card,Refunded,1,2,Yes,Damaged
D00302,PAY00302,O00302,Same Day,Returned,10,Debit Card,Paid,2,2,No,Damaged
D00303,PAY00303,O00303,Express,Delivered,4,Mada,Pending,3,5,No,N/A
D00304,PAY00304,O00304,Same Day,Delivered,2,Apple Pay,Refunded,2,5,Yes,Late Delivery
D00305,PAY00305,O00305,Express,In Transit,3,Apple Pay,Paid,3,6,No,Late Delivery
D00306,PAY00306,O00306,Same Day,In Transit,8,Apple Pay,Pending,3,10,Yes,Wrong Item
D00307,PAY00307,O00307,Express,Returned,8,Debit Card,Paid,3,8,No,Late Delivery
D00308,PAY00308,O00308,Same Day,Returned,10,Cash On Delivery,Pending,3,3,Yes,N/A
D00309,PAY00309,O00309,Same Day,In Transit,5,Apple Pay,Paid,2,8,Yes,Wrong Item
D00310,PAY00310,O00310,Express,In Transit,3,Credit Card,Pending,2,8,No,Damaged
D00311,PAY00311,O00311,Express,Delivered,8,Mada,Pending,5,7,Yes,Wrong Item
D00312,PAY00312,O00312,Same Day,In Transit,6,STC Pay,Refunded,4,2,No,Late Delivery
D00313,PAY00313,O00313,Express,Delivered,10,Mada,Refunded,3,3,Yes,Damaged
D00314,PAY00314,O00314,Express,Delivered,2,Cash On Delivery,Pending,2,8,No,N/A
D00315,PAY00315,O00315,Standard,In Transit,8,Apple Pay,Refunded,1,9,Yes,Wrong Item
D00316,PAY00316,O00316,Same Day,In Transit,1,Apple Pay,Pending,5,5,Yes,Wrong Item
D00317,PAY00317,O00317,Same Day,Returned,3,STC Pay,Pending,2,3,Yes,Damaged
D00318,PAY00318,O00318,Same Day,Delivered,7,Apple Pay,Pending,4,7,Yes,Late Delivery
D00319,PAY00319,O00319,Same Day,In Transit,9,Cash On Delivery,Pending,3,7,No,N/A
D00320,PAY00320,O00320,Same Day,Delivered,10,Debit Card,Paid,2,6,No,N/A
D00321,PAY00321,O00321,Standard,Delivered,1,Apple Pay,Paid,1,8,No,N/A
D00322,PAY00322,O00322,Same Day,Delivered,8,Debit Card,Refunded,3,10,No,Late Delivery
D00323,PAY00323,O00323,Standard,Delivered,7,Debit Card,Refunded,1,2,No,N/A
D00324,PAY00324,O00324,Express,In Transit,10,Debit Card,Pending,3,1,Yes,Wrong Item
D00325,PAY00325,O00325,Express,Delivered,9,Debit Card,Paid,1,7,Yes,N/A
D00326,PAY00326,O00326,Same Day,Returned,9,Debit Card,Refunded,4,2,Yes,Wrong Item
D00327,PAY00327,O00327,Express,In Transit,3,Apple Pay,Paid,5,7,Yes,Wrong Item
D00328,PAY00328,O00328,Express,Delivered,9,Mada,Refunded,5,10,No,N/A
D00329,PAY00329,O00329,Same Day,Returned,8,Debit Card,Pending,1,6,No,Wrong Item
D00330,PAY00330,O00330,Standard,Delivered,9,Credit Card,Pending,4,9,No,Damaged
D00331,PAY00331,O00331,Standard,In Transit,9,Debit Card,Refunded,2,6,No,Wrong Item
D00332,PAY00332,O00332,Same Day,Delivered,7,Mada,Paid,5,1,Yes,Damaged
D00333,PAY00333,O00333,Express,In Transit,10,Debit Card,Pending,3,7,No,Damaged
D00334,PAY00334,O00334,Same Day,In Transit,6,Apple Pay,Refunded,2,10,No,Late Delivery
D00335,PAY00335,O00335,Same Day,Delivered,5,Cash On Delivery,Pending,5,6,Yes,Late Delivery
D00336,PAY00336,O00336,Express,Delivered,6,Mada,Refunded,5,7,Yes,Wrong Item
D00337,PAY00337,O00337,Standard,Delivered,6,STC Pay,Refunded,1,2,No,Damaged
D00338,PAY00338,O00338,Same Day,Returned,7,Debit Card,Refunded,5,6,Yes,Wrong Item
D00339,PAY00339,O00339,Express,Returned,10,STC Pay,Pending,4,9,Yes,N/A
D00340,PAY00340,O00340,Same Day,Delivered,4,Apple Pay,Refunded,3,5,Yes,Late Delivery
D00341,PAY00341,O00341,Same Day,Delivered,7,Mada,Pending,5,6,Yes,Damaged
D00342,PAY00342,O00342,Same Day,In Transit,5,Mada,Refunded,2,9,No,Wrong Item
D00343,PAY00343,O00343,Standard,Delivered,3,Mada,Pending,1,7,No,Late Delivery
D00344,PAY00344,O00344,Same Day,Returned,3,Credit Card,Pending,5,7,Yes,N/A
D00345,PAY00345,O00345,Express,Returned,1,Apple Pay,Pending,4,6,Yes,Late Delivery
D00346,PAY00346,O00346,Same Day,In Transit,9,Apple Pay,Refunded,3,5,Yes,Wrong Item
D00347,PAY00347,O00347,Standard,Delivered,10,Debit Card,Pending,1,2,No,N/A
D00348,PAY00348,O00348,Standard,Returned,4,Debit Card,Paid,5,9,No,Wrong Item
D00349,PAY00349,O00349,Standard,In Transit,9,Credit Card,Paid,3,8,Yes,Damaged
D00350,PAY00350,O00350,Standard,Delivered,5,Cash On Delivery,Pending,4,4,No,Late Delivery
D00351,PAY00351,O00351,Express,Returned,6,Mada,Pending,1,2,Yes,Wrong Item
D00352,PAY00352,O00352,Same Day,Delivered,7,Mada,Pending,5,2,No,Wrong Item
D00353,PAY00353,O00353,Same Day,Returned,5,Apple Pay,Refunded,2,10,No,Wrong Item
D00354,PAY00354,O00354,Standard,In Transit,10,Apple Pay,Pending,4,10,No,N/A
D00355,PAY00355,O00355,Standard,Returned,5,Apple Pay,Paid,2,10,Yes,N/A
D00356,PAY00356,O00356,Same Day,Returned,2,Credit Card,Pending,3,3,No,N/A
D00357,PAY00357,O00357,Express,In Transit,7,STC Pay,Refunded,1,6,Yes,Late Delivery
D00358,PAY00358,O00358,Express,Delivered,3,Debit Card,Paid,3,2,No,Wrong Item
D00359,PAY00359,O00359,Standard,Returned,5,Debit Card,Paid,4,1,No,Late Delivery
D00360,PAY00360,O00360,Same Day,Returned,1,STC Pay,Refunded,3,6,Yes,Wrong Item
D00361,PAY00361,O00361,Same Day,Returned,2,Cash On Delivery,Refunded,2,3,No,Damaged
D00362,PAY00362,O00362,Express,Returned,10,Credit Card,Pending,4,9,Yes,Damaged
D00363,PAY00363,O00363,Same Day,In Transit,3,Apple Pay,Paid,5,4,Yes,Wrong Item
D00364,PAY00364,O00364,Same Day,Returned,6,Mada,Paid,1,9,No,Damaged
D00365,PAY00365,O00365,Same Day,In Transit,5,Mada,Refunded,4,2,Yes,Late Delivery
D00366,PAY00366,O00366,Express,Delivered,3,Cash On Delivery,Refunded,2,6,No,Damaged
D00367,PAY00367,O00367,Same Day,Returned,9,Debit Card,Pending,4,7,No,Wrong Item
D00368,PAY00368,O00368,Express,In Transit,5,Cash On Delivery,Refunded,5,8,Yes,Wrong Item
D00369,PAY00369,O00369,Same Day,Returned,9,Apple Pay,Paid,5,4,Yes,N/A
D00370,PAY00370,O00370,Standard,In Transit,6,Credit Card,Paid,4,9,Yes,N/A
D00371,PAY00371,O00371,Standard,In Transit,10,STC Pay,Refunded,4,8,Yes,N/A
D00372,PAY00372,O00372,Standard,Returned,3,Cash On Delivery,Paid,2,8,Yes,N/A
D00373,PAY00373,O00373,Standard,Delivered,7,STC Pay,Paid,2,5,Yes,Late Delivery
D00374,PAY00374,O00374,Same Day,Delivered,2,Debit Card,Paid,3,10,No,Late Delivery
D00375,PAY00375,O00375,Same Day,Delivered,10,Credit Card,Refunded,3,3,Yes,N/A
D00376,PAY00376,O00376,Same Day,Returned,2,STC Pay,Paid,2,10,No,N/A
D00377,PAY00377,O00377,Standard,In Transit,3,STC Pay,Paid,4,7,No,Late Delivery
D00378,PAY00378,O00378,Express,Delivered,9,Credit Card,Paid,2,7,No,Wrong Item
D00379,PAY00379,O00379,Same Day,In Transit,8,Apple Pay,Pending,2,3,Yes,Damaged
D00380,PAY00380,O00380,Express,In Transit,3,Apple Pay,Pending,2,10,Yes,Damaged
D00381,PAY00381,O00381,Express,Returned,10,Apple Pay,Pending,1,6,Yes,Damaged
D00382,PAY00382,O00382,Express,In Transit,8,STC Pay,Pending,4,2,No,Late Delivery
D00383,PAY00383,O00383,Standard,In Transit,8,Debit Card,Paid,1,3,No,N/A
D00384,PAY00384,O00384,Same Day,Returned,2,Debit Card,Pending,5,9,Yes,Wrong Item
D00385,PAY00385,O00385,Standard,Returned,7,Cash On Delivery,Pending,1,5,No,Late Delivery
D00386,PAY00386,O00386,Same Day,Returned,4,Debit Card,Refunded,2,8,No,N/A
D00387,PAY00387,O00387,Standard,In Transit,4,Credit Card,Pending,5,2,No,N/A
D00388,PAY00388,O00388,Same Day,Returned,8,Credit Card,Refunded,2,6,No,Wrong Item
D00389,PAY00389,O00389,Standard,In Transit,6,Credit Card,Refunded,1,7,Yes,N/A
D00390,PAY00390,O00390,Express,In Transit,10,Mada,Paid,3,1,No,Late Delivery
D00391,PAY00391,O00391,Express,In Transit,1,Mada,Refunded,5,6,No,N/A
D00392,PAY00392,O00392,Same Day,In Transit,2,Credit Card,Paid,4,5,Yes,Wrong Item
D00393,PAY00393,O00393,Express,Returned,1,Debit Card,Paid,4,7,No,Late Delivery
D00394,PAY00394,O00394,Standard,Returned,1,Mada,Refunded,4,8,Yes,N/A
D00395,PAY00395,O00395,Same Day,Delivered,1,Mada,Refunded,4,9,No,Damaged
D00396,PAY00396,O00396,Standard,In Transit,10,Apple Pay,Refunded,1,4,Yes,N/A
D00397,PAY00397,O00397,Express,Returned,9,STC Pay,Paid,4,3,No,N/A
D00398,PAY00398,O00398,Express,Returned,3,STC Pay,Refunded,1,4,No,Late Delivery
D00399,PAY00399,O00399,Standard,In Transit,6,STC Pay,Paid,3,9,No,Damaged
D00400,PAY00400,O00400,Same Day,In Transit,2,Mada,Pending,5,1,Yes,Wrong Item
D00401,PAY00401,O00401,Express,Delivered,2,STC Pay,Pending,4,9,Yes,Late Delivery
D00402,PAY00402,O00402,Standard,Returned,1,Mada,Refunded,5,2,No,Damaged
D00403,PAY00403,O00403,Express,Delivered,9,STC Pay,Pending,4,6,No,Wrong Item
D00404,PAY00404,O00404,Same Day,Returned,6,Cash On Delivery,Paid,4,3,No,Late Delivery
D00405,PAY00405,O00405,Express,In Transit,3,STC Pay,Paid,2,6,Yes,N/A
D00406,PAY00406,O00406,Express,In Transit,7,Credit Card,Refunded,1,3,Yes,Wrong Item
D00407,PAY00407,O00407,Express,In Transit,10,Cash On Delivery,Refunded,3,7,Yes,Late Delivery
D00408,PAY00408,O00408,Express,Delivered,3,Cash On Delivery,Pending,5,9,Yes,Damaged
D00409,PAY00409,O00409,Standard,Delivered,9,STC Pay,Paid,4,9,Yes,Damaged
D00410,PAY00410,O00410,Same Day,Delivered,8,Apple Pay,Paid,4,6,No,Late Delivery
D00411,PAY00411,O00411,Express,Returned,4,Apple Pay,Paid,1,5,No,Late Delivery
D00412,PAY00412,O00412,Express,Returned,1,Cash On Delivery,Refunded,2,8,Yes,Damaged
D00413,PAY00413,O00413,Express,In Transit,6,Cash On Delivery,Pending,5,4,Yes,Late Delivery
D00414,PAY00414,O00414,Standard,Delivered,3,Mada,Pending,5,7,Yes,Damaged
D00415,PAY00415,O00415,Express,In Transit,2,Debit Card,Paid,2,4,No,Damaged
D00416,PAY00416,O00416,Standard,In Transit,8,Mada,Paid,1,2,No,Late Delivery
D00417,PAY00417,O00417,Same Day,In Transit,3,Mada,Paid,4,4,No,N/A
D00418,PAY00418,O00418,Express,In Transit,2,Cash On Delivery,Pending,1,3,No,N/A
D00419,PAY00419,O00419,Express,Delivered,2,Debit Card,Refunded,3,4,No,Damaged
D00420,PAY00420,O00420,Same Day,Delivered,9,Cash On Delivery,Refunded,4,6,Yes,N/A
D00421,PAY00421,O00421,Same Day,In Transit,10,Cash On Delivery,Paid,4,4,Yes,Late Delivery
D00422,PAY00422,O00422,Express,Delivered,5,Cash On Delivery,Paid,3,6,No,Wrong Item
D00423,PAY00423,O00423,Express,In Transit,3,Debit Card,Paid,1,7,Yes,Late Delivery
D00424,PAY00424,O00424,Standard,Delivered,10,Credit Card,Refunded,4,5,Yes,Late Delivery
D00425,PAY00425,O00425,Same Day,Returned,10,STC Pay,Paid,3,3,Yes,N/A
D00426,PAY00426,O00426,Same Day,Delivered,10,Apple Pay,Paid,2,1,Yes,N/A
D00427,PAY00427,O00427,Same Day,Delivered,5,Mada,Refunded,2,2,Yes,Wrong Item
D00428,PAY00428,O00428,Express,In Transit,4,Apple Pay,Paid,2,2,No,N/A
D00429,PAY00429,O00429,Same Day,In Transit,7,Cash On Delivery,Paid,1,7,Yes,Late Delivery
D00430,PAY00430,O00430,Express,In Transit,7,Debit Card,Refunded,3,8,No,Wrong Item
D00431,PAY00431,O00431,Same Day,Returned,4,Cash On Delivery,Refunded,4,9,No,N/A
D00432,PAY00432,O00432,Express,Returned,1,Cash On Delivery,Pending,4,4,No,Wrong Item
D00433,PAY00433,O00433,Standard,Returned,4,STC Pay,Refunded,5,9,Yes,Damaged
D00434,PAY00434,O00434,Standard,In Transit,2,Cash On Delivery,Paid,1,3,No,Wrong Item
D00435,PAY00435,O00435,Standard,Delivered,1,Cash On Delivery,Paid,2,4,Yes,Damaged
D00436,PAY00436,O00436,Express,In Transit,9,Cash On Delivery,Pending,2,7,No,Wrong Item
D00437,PAY00437,O00437,Standard,Delivered,3,Debit Card,Paid,2,2,No,N/A
D00438,PAY00438,O00438,Standard,Delivered,10,STC Pay,Refunded,2,4,No,Wrong Item
D00439,PAY00439,O00439,Same Day,Returned,1,Credit Card,Pending,3,7,No,N/A
D00440,PAY00440,O00440,Express,Delivered,4,Credit Card,Paid,4,8,Yes,Wrong Item
D00441,PAY00441,O00441,Express,In Transit,2,Cash On Delivery,Paid,2,2,No,Wrong Item
D00442,PAY00442,O00442,Standard,In Transit,4,Mada,Paid,4,3,No,N/A
D00443,PAY00443,O00443,Same Day,In Transit,2,Mada,Pending,3,2,Yes,Damaged
D00444,PAY00444,O00444,Same Day,Returned,9,Cash On Delivery,Pending,4,6,No,Damaged
D00445,PAY00445,O00445,Same Day,Returned,9,Apple Pay,Refunded,5,2,No,Late Delivery
D00446,PAY00446,O00446,Same Day,In Transit,4,Debit Card,Refunded,4,6,Yes,N/A
D00447,PAY00447,O00447,Same Day,Delivered,4,Mada,Paid,3,5,No,Damaged
D00448,PAY00448,O00448,Express,In Transit,6,STC Pay,Paid,5,2,No,Damaged
D00449,PAY00449,O00449,Same Day,Returned,7,Debit Card,Paid,3,5,Yes,Damaged
D00450,PAY00450,O00450,Standard,Returned,9,Cash On Delivery,Refunded,1,1,No,Late Delivery
D00451,PAY00451,O00451,Express,In Transit,3,Apple Pay,Paid,4,6,Yes,Damaged
D00452,PAY00452,O00452,Same Day,Returned,4,Mada,Refunded,1,8,Yes,Late Delivery
D00453,PAY00453,O00453,Same Day,In Transit,7,Apple Pay,Paid,1,7,No,N/A
D00454,PAY00454,O00454,Same Day,In Transit,1,Debit Card,Paid,2,9,Yes,Damaged
D00455,PAY00455,O00455,Standard,Returned,1,Mada,Paid,1,3,No,Wrong Item
D00456,PAY00456,O00456,Standard,In Transit,4,Mada,Refunded,2,9,No,Late Delivery
D00457,PAY00457,O00457,Same Day,Delivered,3,Apple Pay,Pending,1,3,No,N/A
D00458,PAY00458,O00458,Same Day,In Transit,3,Mada,Pending,3,8,Yes,Damaged
D00459,PAY00459,O00459,Same Day,Returned,2,Apple Pay,Pending,3,9,Yes,Wrong Item
D00460,PAY00460,O00460,Same Day,Returned,9,STC Pay,Paid,4,6,No,Wrong Item
D00461,PAY00461,O00461,Standard,Delivered,1,Mada,Pending,2,9,Yes,Late Delivery
D00462,PAY00462,O00462,Standard,In Transit,8,Credit Card,Refunded,5,10,No,Late Delivery
D00463,PAY00463,O00463,Standard,In Transit,5,Debit Card,Paid,4,4,No,Damaged
D00464,PAY00464,O00464,Standard,In Transit,9,Mada,Paid,1,8,No,N/A
D00465,PAY00465,O00465,Express,In Transit,10,Cash On Delivery,Paid,4,6,Yes,Damaged
D00466,PAY00466,O00466,Express,Returned,3,Apple Pay,Refunded,3,8,Yes,Late Delivery
D00467,PAY00467,O00467,Express,Returned,2,Apple Pay,Refunded,4,10,No,Late Delivery
D00468,PAY00468,O00468,Express,In Transit,2,Credit Card,Paid,1,4,Yes,Damaged
D00469,PAY00469,O00469,Same Day,Returned,3,Apple Pay,Pending,4,3,No,Late Delivery
D00470,PAY00470,O00470,Same Day,Delivered,9,Credit Card,Paid,5,7,Yes,N/A
D00471,PAY00471,O00471,Same Day,Returned,9,Cash On Delivery,Pending,1,8,Yes,N/A
D00472,PAY00472,O00472,Standard,In Transit,9,STC Pay,Refunded,5,3,Yes,Late Delivery
D00473,PAY00473,O00473,Standard,Returned,8,Debit Card,Refunded,3,1,Yes,N/A
D00474,PAY00474,O00474,Same Day,In Transit,3,STC Pay,Paid,4,5,No,N/A
D00475,PAY00475,O00475,Express,Returned,5,STC Pay,Paid,5,2,No,Late Delivery
D00476,PAY00476,O00476,Standard,Delivered,6,Cash On Delivery,Pending,1,8,No,N/A
D00477,PAY00477,O00477,Express,Returned,9,Debit Card,Paid,3,4,No,Damaged
D00478,PAY00478,O00478,Standard,Delivered,10,Debit Card,Paid,4,10,No,Late Delivery
D00479,PAY00479,O00479,Express,Delivered,5,Apple Pay,Paid,5,2,Yes,Late Delivery
D00480,PAY00480,O00480,Standard,In Transit,1,Cash On Delivery,Pending,1,9,Yes,Wrong Item
D00481,PAY00481,O00481,Express,Delivered,2,Cash On Delivery,Refunded,2,7,No,Wrong Item
D00482,PAY00482,O00482,Express,Delivered,5,Credit Card,Refunded,1,3,Yes,N/A
D00483,PAY00483,O00483,Same Day,Returned,3,STC Pay,Paid,3,8,No,Late Delivery
D00484,PAY00484,O00484,Express,Delivered,5,Apple Pay,Pending,5,8,Yes,Late Delivery
D00485,PAY00485,O00485,Same Day,In Transit,4,Credit Card,Paid,1,4,No,Wrong Item
D00486,PAY00486,O00486,Same Day,In Transit,9,Cash On Delivery,Paid,1,10,No,Wrong Item
D00487,PAY00487,O00487,Express,Delivered,3,Apple Pay,Pending,1,8,Yes,Late Delivery
D00488,PAY00488,O00488,Standard,In Transit,5,Apple Pay,Refunded,1,4,No,N/A
D00489,PAY00489,O00489,Standard,Delivered,8,Mada,Pending,3,8,No,Damaged
D00490,PAY00490,O00490,Same Day,In Transit,10,Debit Card,Pending,2,9,No,Late Delivery
D00491,PAY00491,O00491,Express,In Transit,9,Mada,Refunded,1,8,Yes,Wrong Item
D00492,PAY00492,O00492,Express,Delivered,9,Apple Pay,Refunded,2,5,Yes,N/A
D00493,PAY00493,O00493,Same Day,Delivered,6,Debit Card,Pending,5,6,Yes,Late Delivery
D00494,PAY00494,O00494,Same Day,Returned,4,Mada,Pending,5,8,Yes,Wrong Item
D00495,PAY00495,O00495,Standard,Returned,6,Mada,Paid,1,6,Yes,Wrong Item
D00496,PAY00496,O00496,Express,In Transit,9,Mada,Refunded,3,1,Yes,Late Delivery
D00497,PAY00497,O00497,Standard,Delivered,9,Apple Pay,Refunded,4,1,No,Late Delivery
D00498,PAY00498,O00498,Express,Delivered,5,STC Pay,Pending,5,8,Yes,N/A
D00499,PAY00499,O00499,Express,In Transit,5,Mada,Pending,3,6,No,Damaged
D00500,PAY00500,O00500,Express,Returned,9,Apple Pay,Refunded,4,9,No,Wrong Item
D00501,PAY00501,O00501,Same Day,Returned,8,STC Pay,Paid,2,6,No,N/A
D00502,PAY00502,O00502,Standard,Delivered,4,STC Pay,Refunded,3,6,No,N/A
D00503,PAY00503,O00503,Express,Returned,1,Mada,Paid,4,8,Yes,N/A
D00504,PAY00504,O00504,Standard,In Transit,3,STC Pay,Paid,4,3,No,Wrong Item
D00505,PAY00505,O00505,Same Day,Delivered,5,Debit Card,Paid,2,7,Yes,N/A
D00506,PAY00506,O00506,Standard,Delivered,4,STC Pay,Pending,1,5,Yes,Late Delivery
D00507,PAY00507,O00507,Express,Delivered,9,STC Pay,Pending,5,7,No,N/A
D00508,PAY00508,O00508,Standard,Delivered,8,STC Pay,Pending,3,7,No,Wrong Item
D00509,PAY00509,O00509,Standard,In Transit,2,STC Pay,Pending,1,6,Yes,Damaged
D00510,PAY00510,O00510,Express,Returned,9,Debit Card,Pending,5,5,No,Late Delivery
D00511,PAY00511,O00511,Standard,Delivered,9,Apple Pay,Refunded,2,7,No,Wrong Item
D00512,PAY00512,O00512,Same Day,Delivered,5,STC Pay,Paid,2,7,Yes,Damaged
D00513,PAY00513,O00513,Standard,In Transit,6,Mada,Paid,4,7,No,Late Delivery
D00514,PAY00514,O00514,Standard,Delivered,9,STC Pay,Pending,3,5,No,Damaged
D00515,PAY00515,O00515,Standard,Delivered,8,Apple Pay,Refunded,2,3,Yes,Wrong Item
D00516,PAY00516,O00516,Standard,Delivered,10,Mada,Paid,3,5,No,Damaged
D00517,PAY00517,O00517,Standard,Delivered,2,Mada,Pending,1,1,Yes,Damaged
D00518,PAY00518,O00518,Standard,Delivered,9,Cash On Delivery,Pending,3,4,No,N/A
D00519,PAY00519,O00519,Same Day,Returned,3,Mada,Refunded,3,8,No,N/A
D00520,PAY00520,O00520,Express,In Transit,6,Credit Card,Pending,2,9,No,N/A
D00521,PAY00521,O00521,Same Day,In Transit,3,Credit Card,Paid,3,4,Yes,Late Delivery
D00522,PAY00522,O00522,Same Day,Returned,8,Cash On Delivery,Refunded,1,7,Yes,N/A
D00523,PAY00523,O00523,Standard,Returned,6,Apple Pay,Pending,3,9,Yes,Damaged
D00524,PAY00524,O00524,Standard,In Transit,7,Apple Pay,Pending,5,8,Yes,N/A
D00525,PAY00525,O00525,Standard,In Transit,1,Apple Pay,Refunded,3,3,Yes,Wrong Item
D00526,PAY00526,O00526,Express,Delivered,6,Mada,Pending,4,8,No,Damaged
D00527,PAY00527,O00527,Express,Returned,1,Credit Card,Pending,2,4,Yes,Wrong Item
D00528,PAY00528,O00528,Same Day,In Transit,8,Cash On Delivery,Paid,4,4,No,Wrong Item
D00529,PAY00529,O00529,Express,Delivered,6,Cash On Delivery,Pending,2,8,No,Wrong Item
D00530,PAY00530,O00530,Standard,Returned,5,Credit Card,Refunded,5,8,No,Wrong Item
D00531,PAY00531,O00531,Standard,Delivered,7,Debit Card,Pending,1,3,No,Wrong Item
D00532,PAY00532,O00532,Standard,In Transit,6,Cash On Delivery,Pending,3,2,No,Damaged
D00533,PAY00533,O00533,Standard,Returned,4,Apple Pay,Refunded,5,4,Yes,Damaged
D00534,PAY00534,O00534,Same Day,In Transit,10,Mada,Paid,1,2,Yes,N/A
D00535,PAY00535,O00535,Standard,In Transit,6,Mada,Pending,5,8,No,Wrong Item
D00536,PAY00536,O00536,Standard,In Transit,9,Cash On Delivery,Refunded,4,8,No,Wrong Item
D00537,PAY00537,O00537,Standard,Returned,9,Apple Pay,Pending,1,5,Yes,Damaged
D00538,PAY00538,O00538,Express,Delivered,6,Debit Card,Refunded,2,3,Yes,Damaged
D00539,PAY00539,O00539,Express,Delivered,1,Debit Card,Pending,1,9,No,Damaged
D00540,PAY00540,O00540,Express,Delivered,6,Debit Card,Refunded,5,7,Yes,Late Delivery
D00541,PAY00541,O00541,Standard,Delivered,3,STC Pay,Refunded,3,2,No,Late Delivery
D00542,PAY00542,O00542,Same Day,Delivered,10,Apple Pay,Pending,3,6,No,Late Delivery
D00543,PAY00543,O00543,Standard,Returned,10,Apple Pay,Refunded,2,4,No,Late Delivery
D00544,PAY00544,O00544,Same Day,In Transit,1,Cash On Delivery,Paid,3,5,Yes,Wrong Item
D00545,PAY00545,O00545,Same Day,Delivered,6,Cash On Delivery,Pending,5,7,No,Damaged
D00546,PAY00546,O00546,Same Day,In Transit,4,Credit Card,Refunded,4,5,Yes,Damaged
D00547,PAY00547,O00547,Express,In Transit,7,Credit Card,Pending,4,9,Yes,Wrong Item
D00548,PAY00548,O00548,Standard,In Transit,4,Apple Pay,Pending,3,7,No,Late Delivery
D00549,PAY00549,O00549,Express,Delivered,8,Credit Card,Paid,4,2,No,Wrong Item
D00550,PAY00550,O00550,Standard,Returned,4,Debit Card,Refunded,5,5,Yes,Late Delivery
D00551,PAY00551,O00551,Express,In Transit,1,Mada,Paid,5,4,No,Late Delivery
D00552,PAY00552,O00552,Same Day,In Transit,5,STC Pay,Paid,2,8,Yes,N/A
D00553,PAY00553,O00553,Standard,Returned,9,Apple Pay,Pending,2,10,Yes,Wrong Item
D00554,PAY00554,O00554,Same Day,Delivered,4,Cash On Delivery,Pending,3,9,No,Damaged
D00555,PAY00555,O00555,Same Day,Delivered,7,Cash On Delivery,Refunded,3,3,Yes,N/A
D00556,PAY00556,O00556,Same Day,In Transit,8,Debit Card,Paid,3,4,Yes,Damaged
D00557,PAY00557,O00557,Standard,In Transit,1,Apple Pay,Pending,2,10,Yes,Damaged
D00558,PAY00558,O00558,Express,Returned,2,Credit Card,Pending,4,8,No,Wrong Item
D00559,PAY00559,O00559,Express,In Transit,5,Cash On Delivery,Paid,5,1,No,Wrong Item
D00560,PAY00560,O00560,Standard,In Transit,8,Credit Card,Refunded,3,8,Yes,Late Delivery
D00561,PAY00561,O00561,Express,Delivered,10,Debit Card,Pending,4,8,No,Wrong Item
D00562,PAY00562,O00562,Same Day,Returned,9,Mada,Paid,1,6,No,Damaged
D00563,PAY00563,O00563,Same Day,Returned,10,Mada,Paid,3,8,No,Wrong Item
D00564,PAY00564,O00564,Express,In Transit,5,Credit Card,Pending,4,10,No,N/A
D00565,PAY00565,O00565,Express,Delivered,2,Cash On Delivery,Pending,1,3,No,Late Delivery
